ecotype_id,1348_Resistance_Nc14_combined,1365_telomere_length,1529_dtb.swede.NV,1530_dtb.swede.8W,1531_dtb.swede.12W,1595_GS_cov,1596_GS_fc,161_Germ_10,162_Germ_16,163_Germ_22,164_Width_10,165_Width_16,166_Width_22,167_Chlorosis_10,170_Anthocyanin_10,173_Leaf_serr_10,176_Leaf_roll_10,2052_germ_284_t0,2053_germ_284_t7,2054_germ_284_t21,2056_germ_284_t105,2071_EndoPoly_allMedian,264_Cotol_survival,266_Cotol_damage,314_DTF1stSpAverage2009,315_DTF2ndSpAverage2009,316_DTF1stSwAverage2009,317_DTF2ndSwAverage2009,318_size1stSpAverage2009,319_size2ndSpAverage2009,320_size1stSwAverage2009,321_size2ndSwAverage2009,322_area1stSwAverage2009,323_area2ndSwAverage2009,332_Yield1stSpAverage2009,5_FT10,6_FT16,7_FT22,80_LN10
430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
992,NA,NA,100,29.4,19.1,1245.36,166.872,8,NA,NA,9.5,NA,NA,1,0,1,0,0,0,0,61.8557,1.15939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,51
997,NA,NA,76.2,26.3,20.6,1255.24,172.621,8,NA,NA,9.5,NA,NA,0,1,1,0,0,0,4.61538,65.9794,1.26505,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.3,NA,NA,58.6667
1002,NA,NA,94.3,31.5,18.2,1226.58,167.06,8,NA,NA,9.1,NA,NA,0,0,1,1,0,0,0.833333,48.3871,1.2409,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,45.5
1066,NA,NA,NA,37,24.3333,1243.58,NA,9,NA,NA,10.1,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,NA,NA,63
1435,NA,NA,30.7,19.2,17,1009.42,164.127,8,NA,NA,8.6,NA,NA,1,1,1,1,79.7753,88.2353,64.1026,100,1.04726,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.5,NA,NA,10
5726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5830,0,3018,33.4,26.5,19,1431.38,167.232,6,NA,NA,7.1,NA,NA,0,0,1,0,26.4151,83.4646,47.0588,94.1176,1.36414,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,40.5
5831,0,3172,77.75,29.4444,15.8,1419.12,170.845,5,NA,NA,6.6,NA,NA,0,0,1,0,0,0,0,1.33333,1.34996,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,43.5
5832,0,3327,77.125,NA,18.2,1241.59,169.094,7,4,4,NA,7.2,11,1,1,1,0,0,0,0,9.1954,1.34854,0,1.5,85.5,79.75,78.5,112.25,13.25,13.225,14.825,12.225,18933.5,16246,0.0805,87,100.5,132,NA
5837,0,1859,NA,NA,NA,NA,NA,7,4,2,4.5,8.5,10.5,0,0,0.5,1,NA,NA,NA,NA,1.34072,0,1.5,66.25,55.25,53.75,48.5,10.75,11.15,9.4,11.825,12621,8686,0.3365,57,49.75,42,21
5856,NA,3600,100,26.2,19.3,1570.19,177.917,6,NA,NA,5.2,NA,NA,1,1,1,0,85.7143,90.7407,93.8462,98.0769,1.30769,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.7,NA,NA,48.6667
5867,0,2502,100,34.2,21.6,1259.91,171.055,6,NA,NA,7.1,NA,NA,0,0,1,0,28.7671,43.3333,63.2911,51.5464,1.1307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.5,NA,NA,73.5
6009,0,4157,100,NA,22.5,1383.42,171.626,5,4,4,2.4,7.8,7.7,1,0,0,0,NA,NA,NA,NA,1.34068,0,1.5,93,127,151,162.333,NA,NA,NA,NA,NA,5333.5,NA,98,151.5,270,30.5
6012,0,7252,100,29.3,17.4,1288.6,168.418,6,NA,NA,7.1,NA,NA,1,0,1,1,45.7447,49.0196,78.4615,99.0909,1.35472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.5,NA,NA,31.5
6013,0,3524,100,25.9,19,1438.45,170.588,6,NA,NA,2.3,NA,NA,1,NA,0,1,7.47664,41.3793,23.75,98,1.43017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.3,NA,NA,16
6016,NA,3226,NA,NA,NA,1563.92,181.605,7,3,2,2.8,6.5,9.5,1,0,0,0,82.4561,94.4444,96.2264,94.6809,1.47354,0,1.5,83.25,83.25,79.5,155,13.425,12.9,15.2,12.4,11165,5394.5,0.089,75,101.5,113,38
6017,0,3795,85.2,25.5,19,1282.91,176.663,6,NA,NA,8.8,NA,NA,1,1,1,0,64.5161,80.3922,75,99,1.11298,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,38
6019,0,2299,100,34.85,25.35,1474.14,165.024,5.5,4,3,8.7,7.5,9,0,1,1,0.5,0,0.900901,5.10204,75,1.23603,0,1.5,101.75,112.25,116.5,154.75,14.3,10.925,14.275,11.35,12143.5,11026.5,NA,103.3,145,250,44
6020,0,2533,93.2941,30.6667,22.2,1508.57,164.778,6,4,3,9,10,12.5,0.5,0.5,1,0.5,0,0,0,0,1.13847,0,1.5,94.5,145.5,109.75,144.25,12.175,NA,14.075,NA,13746.5,12092.5,0.0455,103.8,125.667,220,47.5
6021,0,2255,86.5714,34.8,19.1111,1311.77,160.677,5,NA,NA,7.8,NA,NA,0,1,1,0,76.087,90.3846,96.2264,91.3043,1.14659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,36.5
6023,1,3399,65.4,32.1,19.3333,1272.49,166.199,6,NA,NA,5.5,NA,NA,1,1,1,0,0,0,0,3.8835,1.1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.5,NA,NA,39
6024,1,2552,NA,NA,NA,1355.94,169.642,6,NA,NA,3.7,NA,NA,0,1,0,0,0,0,0,14.1509,1.36525,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,41.5
6025,0,3674,96.4,27.6,17.3,1159.34,165.125,5,NA,NA,6.2,NA,NA,0,0,0,0,100,100,100,100,1.24534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,43.5
6030,NA,7021,100,25.6,13.6,1386.22,168.551,6,NA,NA,8.2,NA,NA,0,0,1,0,96.8254,100,100,100,1.30554,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,39.3333
6034,1,2486,78.7143,35,20.4,1307.28,160.765,6,NA,NA,6.6,NA,NA,0,0,0,1,75.6302,89.7436,94.0171,97.9798,1.18146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.5,NA,NA,28.5
6035,0,1230,59,29.6667,20.3,1429.64,167.259,6,NA,NA,6,NA,NA,0,1,1,0,95.5056,95.8333,96.3158,100,1.18303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,21.5
6036,0,NA,62.2,28.8,19.3,1108.48,161.01,6,NA,NA,7.6,NA,NA,0,0,1,0,96,97.7778,100,100,1.2301,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.5,NA,NA,24.5
6038,0,NA,43.3333,26.2,19.8,1170.94,160.966,6,NA,NA,8.6,NA,NA,0,0,1,0,92.8571,95.7265,97.0238,100,1.26401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.8,NA,NA,30.5
6039,0,4190,NA,NA,NA,1601.31,167.687,6.5,3,2,4.85,8,15.5,1,0.5,0.75,0,100,100,100,100,1.24057,0,1.5,72.75,51.25,45,33.75,13.575,11.4,7.125,6.925,14291.5,15053.5,0.222,66,43.25,34,24.5
6040,1,3184,NA,NA,NA,1337.96,165.248,7,3,2,1.8,6.2,9.7,0,0,0.5,0,0,0,0,66.25,1.29568,0,1.5,83.5,76,74.6667,84.25,11.8,10.775,12.8,12.1,NA,10104,0.08,71,92.75,87.75,34.5
6041,0,2920,36.7,20.2,15,1186.38,164.024,6,NA,NA,7.2,NA,NA,0,0,1,0,97.1963,100,97.6923,100,1.20997,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,23
6042,NA,3163,NA,NA,NA,1415.29,NA,5,3,2,2,8.5,9,1,0,0.5,0,24.3902,32.0388,86.3636,98,NA,0,1.5,69.25,41.75,31.25,23.5,7.825,4.65,4.425,3.05,15962.5,9295.5,0.275,56,35,28.5,16.5
6043,0,3427,100,30.3,24.1,1466,NA,5,3,2,3.8,7.2,8.5,0,1,0.75,0,87.6543,97.5806,96.7742,100,NA,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,173.667,270,48
6046,0,3334,NA,NA,NA,1446.62,172.899,5,4,2,3.2,7.2,8.6,0,0,0,0,95.5556,97.1831,100,100,1.3905,0,1.5,106.25,170.25,133.75,170.25,10.9,NA,NA,NA,9151,10216,NA,93,149.333,270,42
6064,NA,2978,NA,NA,NA,1288.3,164.329,7,3,2,2.4,6.2,11.2,1,0,0.75,0,66.6667,88.2883,100,99,1.23183,NA,NA,119,170.75,152.5,171,11.775,NA,NA,NA,17086,11593.5,NA,96,201,250,45.5
6069,NA,4968,100,27.5,16.2,1434.9,169.727,6,NA,NA,5,NA,NA,1,0,1,0,71.2871,86.1111,97.7444,100,1.26707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,48
6070,0,3725,99.7,22.2,18.2,1278,171.458,7,NA,NA,3.6,NA,NA,1,0,1,0,NA,NA,NA,NA,1.25629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,28.5
6071,0,2985,99,27.1,19.6,1283.62,172.007,6,NA,NA,3.1,NA,NA,1,0,0,0,16.8675,18,33.3333,97.3684,1.28679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,NA,NA,33.3333
6073,NA,NA,78.1667,23,22.4,1196.17,164.108,6,NA,NA,5.4,NA,NA,0,1,0,0,0,0,0,6.08696,1.05118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.8,NA,NA,40
6074,0,2667,NA,NA,NA,1261.82,169.023,7,3,2,2.5,7.2,15,0,0,0.75,0,2,2.88462,25,95,1.27466,NA,NA,105.5,162,122.25,168.75,13.65,NA,10.55,NA,5520,5603.5,NA,91,97,123,36.6667
6076,0,2306,99.6,30.7895,19.4,1472.2,170.48,6,3,3,9.5,7.3,9.1,0,0.5,1,0,0,5.82524,1,95.6522,1.37862,0,1.5,98.75,124.5,88.25,128,12.45,8.25,12.75,9.9,11647,9429,NA,115,129.667,220,51
6085,NA,NA,100,24.95,23.8824,1117.34,166.192,6,5,2,6.5,6.5,9.1,0,0,0.5,0,1,9.92366,32.1212,95.098,1.34763,NA,NA,97.5,155,132.333,169.5,13.675,NA,9.3,NA,15354,11780,NA,125,250,250,70.5
6086,0,4899,94.5,25,17.2,1330.65,168.292,5,NA,NA,7,NA,NA,0,1,1,0,0,13.6986,73.6842,100,1.40418,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.5,NA,NA,32.5
6088,0,2503,NA,NA,NA,1201.26,165.887,7,3,2,5.1,9.2,13,0.5,0.5,0.375,0,NA,NA,NA,NA,1.31999,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.6667,180,250,34.6667
6090,0,NA,100,26.75,19.5,1223.15,166.517,6,NA,NA,10,NA,NA,1,1,1,0,0.854701,0,0,50,1.25328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,42.6667
6092,0,NA,79.6,35.1,23.9,1521.53,168.411,6,NA,NA,8,NA,NA,1,0,1,0,0,0,11.811,99,1.42061,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,45
6097,0,NA,100,28.1,20.1,1144.9,162.194,6,NA,NA,8.9,NA,NA,0,0,1,0,0,0,0,2,1.35383,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.5,NA,NA,64.5
6098,0,NA,100,38.2632,29,1241.02,168.526,6,4,3,7.5,8,10.5,0.5,0.5,1,0,0,0,0,6.0241,1.41241,0,1.5,111.25,128.25,119.75,169.25,9.95,NA,9.05,10.25,15482.5,7264,NA,85,137.5,250,61.5
6099,0,NA,100,46.4,29.5,1261.44,161.588,6,NA,NA,8.6,NA,NA,1,1,0,0,16.4835,78.3019,82.7586,92.6829,1.28332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,61
6100,0,4715,77.7143,35.95,22.15,1231.84,162.381,6,4,3,7,9,12.7,0,0.5,1,0,0.909091,4.6875,11.8421,85,1.34782,0,1.5,108.333,148.25,136.333,171,14.75,10.6,13.65,NA,10494.5,6124,NA,115,188,250,54.5
6102,0,2588,100,39.9286,40.5,1401.67,168.343,6,4,3,6.9,8.6,11.6,0.5,0.5,0.5,0,0,3.87597,40.625,100,1.30091,0,1.5,133.25,170.75,151.25,170,11.7,NA,NA,NA,25020,12035,NA,118,250,250,74.5
6104,1,2915,85.6667,29.75,27.3,1266.8,166.969,6,NA,NA,5.4,NA,NA,0,1,0,0,0,0,2.06897,4.62963,1.22638,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,44.5
6106,0,3032,100,28.125,20.6,1332.32,169.442,6,NA,NA,7,NA,NA,0,1,1,0,0,0,1,5.82524,1.2104,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,38
6107,0,2665,97.5,28.7,22.2,1286.12,168.312,6,NA,NA,9.3,NA,NA,1,0,1,0,0,2.8777,22.8571,84.9673,1.33265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,60
6108,0,4789,61.1,47.8,17.4,1241.81,169.256,6,NA,NA,11,NA,NA,0,1,1,0,22.7273,81.9444,65.812,99,1.17793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.5,NA,NA,22.75
6111,0,2806,100,39.3333,22.7,1440.53,165.849,6,NA,NA,8.2,NA,NA,0,1,1,0,0,0,0,0,1.40165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,NA,NA,62
6112,0,2028,73.5625,31.9474,22.6,1382.21,167.979,6,3,2,9.6,7,11.5,0.5,0.5,1,0,0,0,5.83942,77.037,1.36465,0,1.5,100.75,128.75,93.5,158.5,13.15,8.65,11.125,8.1,23652,9467,NA,97,250,250,36.5
6113,0,3245,100,58.2222,32.8,1288.68,164.705,7,NA,NA,8.4,NA,NA,1,1,1,0,NA,NA,NA,NA,1.17959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.25,NA,NA,71
6114,0,3354,87.1429,33.3,15.7,1242.66,163.429,6,NA,NA,7.6,NA,NA,0,1,1,0,0.826446,0,0,49.4737,1.29199,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.5,NA,NA,54
6125,0,4069,96.4,30.4,22.3,1381.74,167.331,7,NA,NA,6.5,NA,NA,0,0,1,0,0,0,0,0,1.13951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,NA,53
6126,0,3378,78.5714,49.9,27.4,1271.18,163.922,5,NA,NA,8.8,NA,NA,0,0,1,0,0,1,19.8953,100,1.33872,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.7,NA,NA,57.3333
6128,0,2871,100,29.8,20.3,1276.14,167.137,NA,NA,NA,10,NA,NA,0,0,1,0,0,0,0,12.9412,1.29858,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,NA,NA,71
6131,0,3252,71,58.125,32.2,1420.47,167.87,6,NA,NA,6.6,NA,NA,1,0,0,0,0,0,0,2,1.19884,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,NA,NA,63
6132,0,3039,78.8333,28.7,21.5,1361.81,173.936,6,NA,NA,6,NA,NA,0,0,0,0,0,0,2.5974,58.1395,1.40603,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.3,NA,NA,51.3333
6133,1,2711,66.8,43,28.4,1296.44,170.961,6,NA,NA,7.6,NA,NA,0,1,1,0,0,0,0,16.4948,1.21549,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,60.6667
6136,0,2806,74.5,22.5,18,1314.32,164.866,5,NA,NA,6.6,NA,NA,0,1,1,0,0,1.53846,3.33333,100,1.29064,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,38
6137,0,2891,77.5,24.3333,22,1251.87,168.217,5,NA,NA,9.8,NA,NA,1,1,1,1,0,0,0,5.46875,1.22977,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.3,NA,NA,40
6138,1,2656,71,24.5,19,1414.06,NA,5,NA,NA,6.5,NA,NA,1,0,1,0,13.7931,8.88889,5.42169,100,1.3558,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,36
6140,0,2997,73.125,29.7778,21.2,1395.09,168.793,6,NA,NA,7.5,NA,NA,0,0,1,1,0,0,1,6.38298,1.30777,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,43
6142,0,2511,97,26,23.2,1377.21,171.165,5,NA,NA,6,NA,NA,0,1,0,0,0,0,0.833333,57.3171,1.31816,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,39.5
6145,1,3563,100,41.3,26.8,1319.45,168.766,6,NA,NA,6.5,NA,NA,0,1,1,0,0,0,23.9316,74.3902,1.21301,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,53
6148,0,2946,82.1111,25.8,17.4,1419.41,168.404,6,NA,NA,6.9,NA,NA,0,1,1,1,0,0,0,0,1.3603,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,46.5
6150,0,3134,81.5714,22,18.3,1328.29,167.503,6,NA,NA,6,NA,NA,0,0,1,0,0,0,1,4.34783,1.30977,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.5,NA,NA,27.5
6151,0,3323,100,36.9,25,1307.1,166.032,6,NA,NA,5.2,NA,NA,0,1,1,0,0,0,0,15.625,1.26097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,NA,62.5
6154,NA,3813,100,NA,20.6,1365.16,167.297,5,NA,NA,8,NA,NA,0,0,0,0,100,100,100,100,1.32593,0,0.727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,NA,NA,64
6163,NA,3601,100,31.1,21.3,1248.76,169.886,4,NA,NA,8,NA,NA,0,0,0,0,100,100,100,100,1.3602,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.5,NA,NA,55
6166,NA,3167,100,31.2,21.3,1412.74,NA,6,NA,NA,8,NA,NA,0,0,1,0,100,100,100,100,1.15757,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.5,NA,NA,50.5
6169,NA,3037,96,26,17.1,1240.87,163.412,5.5,3,2,5.5,8.5,11.5,0,0,1,0,76.6129,89.2473,92.3077,99,1.34582,0,1.5,89.25,97.25,88.75,151.75,12.875,12.275,14.125,11.15,20599,19782.5,0.1075,91.5,112.75,250,39.5
6171,NA,3532,96.6,25.6,14.5,1729.12,166.378,5,NA,NA,6,NA,NA,0,0,1,0,97.7778,97.7273,100,100,1.18514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,58.5
6172,NA,3776,100,20.8,16.6,1260.55,170.155,5,NA,NA,5.5,NA,NA,0,0,1,0,90.8046,97.7778,95.935,100,1.27529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,28.75
6173,NA,3520,81.5,36.1,12.2,1276.3,166.108,6,NA,NA,5.5,NA,NA,0,0,1,0,66.6667,88.7755,78.5714,99,1.33004,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.5,NA,NA,32
6174,NA,2519,100,NA,17.7,1335.39,168.949,6,NA,NA,6.8,NA,NA,1,0,1,0,66.6667,70.5882,83.3333,99.0826,1.26887,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,36.5
6177,NA,3896,100,25.4444,22.3,1387.45,172.69,6,NA,NA,8,NA,NA,1,1,1,0,96.6667,96.2687,99.1667,100,1.29418,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,37.5
6180,NA,2871,30,15,12,1259.43,166.076,6,NA,NA,8.2,NA,NA,1,0,1,1,84.6154,95,99,100,1.18113,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.5,NA,NA,20.25
6184,NA,6077,98.6,26.4,18.9,1331.77,NA,5,NA,NA,7,NA,NA,1,1,1,0,100,100,100,100,1.03819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.3,NA,NA,35
6188,NA,3313,36.1,19.7,16,1163.14,167.747,6,3,2,NA,8.7,11,1,1,1,0,98.1308,98.8889,100,100,1.20633,NA,NA,66,46,42.25,29.5,9.875,10.425,4.2,4.325,7585,7457,0.249,59,43.5,34.8,NA
6189,NA,1963,44.7,NA,18,1363.75,165.702,5,NA,NA,8.3,NA,NA,1,0,1,0,4.80769,10,11.9048,97.2973,1.28246,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,25
6193,NA,NA,33.1,NA,15.3,1289.68,164.001,5,NA,NA,8,NA,NA,0,0,1,0,28.4615,66.3158,60.7143,79.1367,1.27793,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,19.5
6194,NA,NA,76.6,32.2222,27.55,1261.76,NA,6.5,4,3,5.6,7.4,10.3,0,0,1,0,43.038,85.1064,96.4103,96,1.09902,0,1.5,95.75,80.5,90.75,143.5,15.1,11.45,15.95,NA,9234.5,9997,NA,108.8,102.75,130,36.6667
6195,NA,1704,35.8,24.2,21.1,1197.87,170.696,6,NA,NA,6.6,NA,NA,0,0,1,0,0,2.9703,14.9254,99,1.32628,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,19
6198,NA,NA,56.5,19.8,15.8333,1222.25,167.335,7,NA,NA,7.2,NA,NA,0,0,1,0,93.2432,96.7742,99.1667,100,1.14596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.5,NA,NA,33.25
6201,NA,2155,98,30.9,23.7,1357.42,169.216,6,NA,NA,7,NA,NA,0,0,1,0,41.6,72.043,98.3333,99,1.35234,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.3,NA,NA,43
6202,NA,2308,79.6667,27.9,19.1,1380.38,172.975,6,3,2,NA,7.3,13.8,0,0,1,0,88.5965,98,99.2308,96.2264,1.23194,1,1.5,101.5,114,99.3333,171,16.425,11.975,17.45,NA,10343,10338,0.0175,115,141.667,187,NA
6209,NA,3103,100,NA,17.4,1319.62,169.673,7,NA,NA,6.9,NA,NA,0,0,1,0,6.31579,36.3636,4.41989,83.3333,1.2016,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,32
6210,NA,4079,100,30,17.7,1345.39,169.721,6,NA,NA,7.2,NA,NA,0,0,0,0,2.91262,5.20833,10,70.7547,1.23809,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.3,NA,NA,32.5
6216,NA,NA,100,33.8,19.5,1302.51,171.027,6,NA,NA,8.6,NA,NA,1,0,0,1,87.9518,99,99.2308,100,1.10649,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.5,NA,NA,70
6217,NA,NA,100,31.8,15.7,1247.43,176.334,5,NA,NA,6.9,NA,NA,1,0,0,1,100,100,100,100,1.29814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.7,NA,NA,40
6218,NA,NA,100,32.5556,22.4,1339.46,175.749,7,NA,NA,6,NA,NA,1,0,1,1,25.2874,97,100,100,1.09247,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,NA,NA,70
6220,NA,NA,NA,26.1,18.3,1303.31,166.011,6,NA,NA,5.5,NA,NA,0,0,1,1,96.4706,100,100,100,1.39646,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.5,NA,NA,43
6231,NA,NA,100,28.2,22.4,1168.1,165.469,5,NA,NA,6.1,NA,NA,0,0,1,0,100,100,100,100,1.35701,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,61
6238,NA,NA,96.2,22,14.9,1162.79,175.523,6,NA,NA,4.3,NA,NA,0,0,0,0,63.6364,67.5676,75.2137,90.991,1.29091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,35
6240,NA,NA,97.2,21.9,15.2,1268.97,170.843,5,NA,NA,4.3,NA,NA,1,0,1,0,86.6667,96.7742,97,100,1.339,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,31
6241,NA,NA,99.4,23,16.1,1368.7,171.601,5,NA,NA,4.1,NA,NA,1,0,1,0,71.9298,72.9412,92.3077,99,1.28143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,24
6242,0,NA,100,30.9,22.45,1217.76,164.804,5.5,3,2,7.5,8.3,15,0,0,1,0.5,0,0,2.61438,55.6701,1.22399,0,1.5,94.5,132.25,91.75,137.75,15.175,NA,16.025,NA,18818.5,10498,0.0795,93.5,115.25,250,42
6243,0,5078,NA,NA,NA,1323.32,165.851,7,3,2,2.7,8.6,12.7,0,0,0.5,0,32.4074,77.5701,97.9592,100,1.22505,0,1.5,66.5,49.75,45.25,36.75,12.55,8.125,5.95,4.6,18332,17085.5,0.3695,56,41.25,29,22.5
6244,NA,NA,100,27.2222,17.8,1385.62,183.717,5,NA,NA,8.5,NA,NA,0,0,0,NA,98.1132,100,100,100,1.29327,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.5,NA,NA,55
